city,latitude,longitude,date,PM2_5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_dir,dist_to_road,dist_to_industry,dist_to_farm,fire_nearby,is_festival_day,festival_name,is_election_period,is_sports_event,pollution_source
Guwahati,26.150688,91.737094,2019-11-16,33.94,70.6,40.65,13.36,1.0,14.99,19.91,53.75,1.51,304.36,0.79,0.262,1.084,0,0,None,0,0,industrial
Lucknow,26.855035,80.949485,2019-11-16,40.09,207.16,37.98,20.17,1.0,18.66,34.26,62.29,0.72,24.66,0.086,0.702,1.526,0,0,None,0,0,industrial
Kanpur,26.448897,80.318184,2019-11-16,55.05,144.91,21.43,19.72,1.0,26.58,31.38,46.75,3.39,65.42,0.17,2.966,0.061,0,0,None,0,0,agricultural
Delhi,28.614892,77.24571,2019-11-17,139.92,260.36,38.82,28.8,1.0,45.46,28.59,31.13,5.65,11.1,0.53,1.002,0.52,1,0,None,0,0,agricultural
Mumbai,19.06857,72.886744,2019-11-17,57.92,136.64,12.5,6.59,1.0,30.25,23.3,54.94,3.0,114.28,0.07,3.394,6.605,0,0,None,0,0,waste
Chennai,13.099217,80.261863,2019-11-17,65.47,139.84,48.75,23.96,1.0,42.25,26.47,67.7,4.83,21.94,0.096,1.442,4.428,0,0,None,0,0,industrial
Kolkata,22.586513,88.342309,2019-11-17,54.76,102.24,42.35,1.0,2.688,25.14,17.2,36.51,3.14,307.42,0.409,1.152,3.858,0,0,None,0,0,vehicular
Bengaluru,12.982743,77.589934,2019-11-17,54.56,1.0,42.84,22.37,1.0,42.54,30.86,100.0,0.77,347.03,0.075,0.738,3.328,0,0,None,0,0,vehicular
Hyderabad,17.380314,78.477151,2019-11-17,68.88,139.78,43.88,23.31,1.125,28.28,27.26,50.46,3.9,49.72,0.131,1.401,5.098,0,0,None,0,0,vehicular
Pune,18.537404,73.84564,2019-11-17,46.68,106.42,27.74,30.0,1.01,33.39,32.4,72.75,2.8,357.63,1.579,0.515,1.414,0,0,None,0,0,vehicular
Guwahati,26.126751,91.726882,2019-11-17,79.85,145.07,43.22,27.37,1.342,40.16,20.23,65.56,3.01,164.47,0.008,6.444,2.232,0,0,None,0,0,vehicular
Lucknow,26.850026,80.955045,2019-11-17,31.79,84.09,48.93,29.08,1.0,46.02,29.6,72.8,4.34,342.71,0.432,0.061,1.183,0,0,None,0,0,vehicular
Kanpur,26.456963,80.335872,2019-11-17,63.24,158.04,42.78,18.36,1.513,35.88,29.04,66.96,4.76,342.83,0.959,1.952,6.693,0,0,None,0,0,industrial
Delhi,28.619298,77.212508,2019-11-18,71.37,176.8,40.5,24.44,1.0,24.9,30.72,58.1,5.0,295.62,0.895,4.569,0.09,0,0,None,0,0,vehicular
Mumbai,19.075222,72.893504,2019-11-18,95.59,134.28,55.48,9.49,1.0,16.73,29.83,68.96,3.49,19.2,0.249,0.311,8.913,0,0,None,0,0,industrial
Chennai,13.088009,80.27358,2019-11-18,247.98,289.05,56.79,14.93,1.0,29.32,17.85,68.39,3.35,191.26,0.786,0.618,10.902,1,0,None,0,0,agricultural
Kolkata,22.575444,88.346165,2019-11-18,86.99,293.48,26.65,20.74,1.59,28.94,25.94,77.41,2.57,212.24,0.32,10.405,1.049,0,0,None,0,0,vehicular
Bengaluru,12.968301,77.593766,2019-11-18,21.1,103.38,58.13,16.63,1.219,6.78,33.36,60.96,5.18,190.27,0.01,0.241,3.867,0,0,None,0,0,waste
Hyderabad,17.367762,78.469317,2019-11-18,55.7,92.96,6.6,11.31,1.0,30.32,20.46,70.02,2.6,310.54,1.045,1.141,0.825,0,0,None,0,0,agricultural
Pune,18.539628,73.850644,2019-11-18,72.09,99.05,35.36,32.27,1.008,35.94,29.41,45.66,4.97,256.15,0.75,1.451,2.917,0,0,None,0,0,industrial
Guwahati,26.156173,91.717426,2019-11-18,87.17,189.08,29.27,1.99,1.162,29.03,24.47,46.82,1.75,49.39,0.26,1.627,2.432,0,0,None,0,0,vehicular
Lucknow,26.856353,80.936924,2019-11-18,71.92,145.28,72.09,6.37,1.0,42.25,37.48,57.61,1.21,301.65,0.466,1.017,1.258,0,0,None,0,0,vehicular
Kanpur,26.456748,80.339907,2019-11-18,21.97,125.81,39.99,22.88,1.0,20.94,37.98,41.25,1.18,358.18,0.422,1.21,3.441,0,0,None,0,0,vehicular
Delhi,28.595451,77.239717,2019-11-19,53.67,130.07,23.75,14.26,1.0,23.98,24.19,47.92,1.87,9.16,0.429,1.617,1.959,0,0,None,0,0,waste
Mumbai,19.078599,72.864466,2019-11-19,37.4,80.43,83.29,19.2,1.271,33.69,15.3,52.92,1.39,210.55,0.266,3.975,6.433,0,0,None,0,0,vehicular
Chennai,13.095925,80.285795,2019-11-19,54.61,117.51,30.51,11.71,1.851,40.32,21.47,68.7,1.02,220.67,0.037,5.799,6.852,0,0,None,0,0,vehicular
Kolkata,22.586708,88.378515,2019-11-19,47.02,183.64,10.44,24.34,1.0,46.88,33.99,66.74,1.68,290.6,0.049,2.833,1.424,0,0,None,0,0,vehicular
Bengaluru,12.985472,77.572048,2019-11-19,73.24,113.82,35.37,34.34,1.234,34.38,36.87,47.72,4.91,151.98,1.216,2.468,9.134,0,0,None,0,0,vehicular
Hyderabad,17.374197,78.489331,2019-11-19,68.48,138.66,33.97,11.03,1.249,43.35,33.79,83.01,3.77,1.29,0.434,1.835,1.87,0,0,None,0,0,industrial
Pune,18.505656,73.865096,2019-11-19,42.03,171.68,22.28,26.89,1.0,31.32,38.71,71.68,5.24,344.96,0.12,2.406,0.938,0,0,None,0,0,vehicular
Guwahati,26.129557,91.749245,2019-11-19,112.43,269.11,71.33,8.48,1.0,10.53,30.87,71.13,1.8,279.5,2.09,1.933,0.463,1,0,None,0,0,agricultural
Lucknow,26.861628,80.967565,2019-11-19,94.91,53.33,59.59,10.14,1.008,42.34,35.8,58.46,3.49,150.25,0.483,8.43,3.196,0,0,None,0,0,industrial
Kanpur,26.436545,80.326321,2019-11-19,79.88,86.58,53.03,6.91,1.734,26.52,27.09,83.44,0.1,37.45,0.775,0.652,2.117,0,0,None,0,0,fire_crackers
Delhi,28.61835,77.216804,2019-11-20,86.09,245.87,65.91,32.01,1.343,25.58,26.43,76.82,3.63,225.9,0.846,0.042,0.342,0,0,None,0,0,agricultural
Mumbai,19.050885,72.876768,2019-11-20,50.5,186.61,73.53,30.91,1.089,37.82,35.71,46.32,5.04,358.27,0.103,0.283,2.549,0,0,None,0,0,industrial
Chennai,13.096246,80.285725,2019-11-20,17.3,94.47,17.75,16.49,1.0,36.71,20.96,46.41,1.89,241.55,0.202,1.373,3.191,0,0,None,0,0,industrial
Kolkata,22.560975,88.37293,2019-11-20,71.06,113.62,77.72,24.39,1.219,38.55,24.93,33.78,3.63,51.67,2.125,0.206,3.416,0,0,None,0,0,vehicular
Bengaluru,12.989535,77.59812,2019-11-20,54.45,118.34,56.69,11.58,1.0,47.18,23.97,42.1,2.53,65.53,0.286,0.647,12.624,0,0,None,0,0,vehicular
Hyderabad,17.372917,78.479281,2019-11-20,26.16,105.45,56.78,23.56,1.455,40.1,19.72,89.37,1.23,23.8,0.834,1.024,0.021,0,0,None,0,0,fire_crackers
Pune,18.527709,73.866721,2019-11-20,53.88,189.25,34.39,32.64,1.0,36.12,27.4,80.26,3.3,61.04,0.691,1.172,0.306,0,0,None,0,0,vehicular
Guwahati,26.15043,91.71925,2019-11-20,70.94,168.96,49.99,21.21,1.0,40.05,32.93,75.78,3.06,193.91,1.212,5.008,4.789,0,0,None,0,0,vehicular
Lucknow,26.866741,80.939294,2019-11-20,1.0,194.48,50.5,18.03,1.662,31.48,25.94,20.27,4.34,169.15,2.685,1.427,1.583,0,0,None,0,0,vehicular
Kanpur,26.44452,80.341248,2019-11-20,67.5,72.82,14.32,3.33,1.0,22.19,17.66,63.13,4.37,172.63,2.011,0.216,1.683,0,0,None,0,0,vehicular
Delhi,28.598282,77.249624,2019-11-21,49.31,144.89,38.16,27.04,1.413,26.21,25.4,91.88,3.48,218.74,1.61,2.895,1.379,1,0,None,0,0,agricultural
Mumbai,19.054029,72.883819,2019-11-21,43.17,140.15,12.09,11.1,1.566,64.34,27.54,66.74,0.69,110.47,1.023,0.65,0.554,0,0,None,0,0,industrial
Chennai,13.063866,80.281858,2019-11-21,88.57,130.02,42.69,20.39,1.0,44.08,22.88,58.85,3.02,90.49,0.365,4.482,9.111,0,0,None,0,0,fire_crackers
Kolkata,22.570122,88.345144,2019-11-21,33.39,137.23,76.57,32.2,1.656,14.73,27.23,68.91,2.83,17.72,0.124,0.431,8.699,0,0,None,0,0,vehicular
Bengaluru,12.953626,77.590115,2019-11-21,41.83,115.34,40.25,15.67,1.0,26.36,42.2,51.72,2.44,132.44,2.329,7.313,1.921,0,0,None,0,0,industrial
Hyderabad,17.362945,78.461088,2019-11-21,113.54,222.47,44.47,25.53,1.052,31.39,36.33,45.38,3.72,99.26,3.075,2.515,3.424,0,0,None,0,0,agricultural
Pune,18.501982,73.868472,2019-11-21,89.55,128.44,17.75,35.24,1.0,42.36,14.24,73.05,2.58,270.44,0.026,0.422,1.466,0,0,None,0,0,industrial
Guwahati,26.146169,91.719164,2019-11-21,18.13,148.73,49.83,15.05,1.0,10.72,28.58,76.16,5.97,347.26,0.138,1.209,1.113,0,0,None,0,0,industrial
Lucknow,26.834965,80.937557,2019-11-21,34.29,140.93,57.44,14.48,1.0,27.08,32.89,84.52,2.1,287.72,0.548,3.957,0.518,0,0,None,0,0,industrial
Kanpur,26.467804,80.344215,2019-11-21,20.25,127.28,74.28,28.18,1.126,25.8,40.03,55.81,1.85,149.75,0.606,0.913,1.191,0,0,None,0,0,industrial
Delhi,28.604647,77.236979,2019-11-22,75.15,42.63,55.11,21.78,1.386,19.65,20.3,64.33,4.44,344.87,1.768,0.26,2.92,0,0,None,0,0,waste
Mumbai,19.073063,72.89242,2019-11-22,97.68,129.5,39.67,20.16,1.03,21.97,26.74,61.73,3.21,212.87,0.979,0.566,0.96,0,0,None,0,0,fire_crackers
Chennai,13.070874,80.273505,2019-11-22,52.86,166.05,57.24,15.82,1.402,33.76,35.19,98.81,4.05,288.24,0.733,0.956,7.327,0,0,None,0,0,vehicular
Kolkata,22.570169,88.34613,2019-11-22,59.77,28.1,43.76,16.23,2.114,36.21,30.26,85.0,2.29,3.38,0.398,1.924,0.577,0,0,None,0,0,industrial
Bengaluru,12.961712,77.580549,2019-11-22,92.76,128.16,27.4,17.99,1.328,34.93,29.57,57.54,1.65,79.05,0.031,0.12,5.106,0,0,None,0,0,industrial
Hyderabad,17.390146,78.462212,2019-11-22,15.51,122.43,44.84,20.62,1.066,35.29,30.31,60.94,1.11,332.18,1.063,0.175,0.097,0,0,None,0,0,vehicular
Pune,18.534565,73.865906,2019-11-22,36.05,75.88,46.21,17.36,1.225,20.97,44.58,48.38,4.98,263.31,1.47,3.621,0.662,0,0,None,0,0,vehicular
Guwahati,26.121082,91.732613,2019-11-22,22.3,51.3,33.05,26.02,1.0,29.8,39.74,62.86,1.36,115.98,0.169,5.762,2.553,0,0,None,0,0,fire_crackers
Lucknow,26.862937,80.931494,2019-11-22,12.45,10.03,1.0,35.97,1.048,35.63,23.54,40.29,3.25,177.24,0.994,1.178,2.397,0,0,None,0,0,vehicular
Kanpur,26.45439,80.327,2019-11-22,79.6,31.09,14.3,18.77,1.0,33.32,32.51,70.05,2.19,22.92,0.208,1.551,0.961,0,0,None,0,0,industrial
Delhi,28.624003,77.242041,2019-11-23,100.27,240.37,40.2,34.13,1.0,29.71,24.62,81.8,2.37,134.98,0.305,3.553,2.636,1,0,None,0,0,agricultural
Mumbai,19.080873,72.873634,2019-11-23,8.38,79.05,60.39,15.04,1.258,46.52,28.17,62.97,2.74,358.11,1.747,7.686,0.931,0,0,None,0,0,agricultural
Chennai,13.068052,80.264278,2019-11-23,83.03,178.45,1.0,23.61,1.27,18.99,28.29,66.15,3.87,0.81,0.237,0.118,1.086,0,0,None,0,0,industrial
Kolkata,22.559045,88.363537,2019-11-23,121.14,213.07,79.99,19.4,1.0,41.62,37.29,40.49,3.96,159.52,0.188,1.012,1.824,1,0,None,0,0,agricultural
Bengaluru,12.968146,77.603407,2019-11-23,72.86,139.34,39.98,21.22,1.726,27.24,28.62,63.02,2.6,31.83,1.213,5.556,1.287,0,0,None,0,0,vehicular
Hyderabad,17.397142,78.489222,2019-11-23,32.29,87.6,26.24,9.93,1.269,26.57,21.21,72.36,0.85,188.58,0.488,3.973,6.436,0,0,None,0,0,vehicular
Pune,18.523582,73.837287,2019-11-23,56.61,175.99,22.38,26.48,1.0,23.27,36.12,90.33,0.82,153.53,0.324,0.028,0.462,0,0,None,0,0,waste
Guwahati,26.157937,91.71994,2019-11-23,94.68,37.44,54.31,1.0,1.0,29.45,15.8,46.49,2.76,187.16,0.902,0.377,0.861,0,0,None,0,0,fire_crackers
Lucknow,26.867008,80.938263,2019-11-23,43.31,345.28,51.95,15.76,1.864,21.63,33.55,73.97,3.9,53.56,0.6,0.09,1.452,1,0,None,0,0,agricultural
Kanpur,26.468989,80.338639,2019-11-23,58.95,132.02,61.23,22.91,1.0,19.82,25.08,72.26,3.85,223.4,0.552,0.627,1.345,0,0,None,0,0,agricultural
Delhi,28.620773,77.227322,2019-11-24,77.76,1.0,49.79,24.1,1.192,39.65,34.78,57.37,3.29,289.11,0.706,0.829,2.169,0,0,None,0,0,waste
Mumbai,19.058699,72.883444,2019-11-24,13.22,45.57,39.67,15.17,1.14,41.05,35.56,13.54,3.85,93.4,0.518,0.474,0.746,0,0,None,0,0,vehicular
Chennai,13.099438,80.264871,2019-11-24,52.12,73.28,48.74,11.17,1.781,23.92,33.19,43.11,5.12,51.87,0.124,5.034,3.265,0,0,None,0,0,vehicular
Kolkata,22.550025,88.375562,2019-11-24,27.86,125.5,63.32,22.88,1.411,23.07,37.48,40.94,2.63,68.93,0.72,1.145,0.511,0,0,None,0,0,vehicular
Bengaluru,12.971428,77.604913,2019-11-24,40.58,173.33,35.87,14.3,1.0,20.4,21.1,56.16,3.83,189.0,0.549,3.79,1.144,0,0,None,0,0,industrial
Hyderabad,17.388534,78.465253,2019-11-24,35.17,190.91,28.17,26.77,1.225,16.99,20.65,72.0,1.67,279.76,1.131,1.745,1.044,0,0,None,0,0,industrial
Pune,18.535697,73.854159,2019-11-24,80.42,123.41,69.26,20.27,1.073,40.31,33.66,60.63,3.18,334.33,0.424,0.132,1.295,0,0,None,0,0,agricultural
Guwahati,26.123339,91.725945,2019-11-24,95.69,115.23,11.65,3.62,1.063,49.95,24.16,54.52,4.36,325.85,1.92,0.888,2.396,0,0,None,0,0,industrial
Lucknow,26.860123,80.963678,2019-11-24,56.06,145.61,78.67,29.97,1.646,33.32,36.91,61.24,3.05,213.48,0.468,1.808,1.253,0,0,None,0,0,vehicular
Kanpur,26.445578,80.348785,2019-11-24,79.88,89.39,19.53,27.19,1.0,34.5,22.65,55.21,6.91,302.76,1.469,0.802,1.257,0,0,None,0,0,industrial
Delhi,28.600167,77.214284,2019-11-25,102.57,119.29,56.23,4.37,1.0,43.36,31.36,60.42,2.81,38.12,0.168,4.292,0.125,0,0,None,0,0,waste
Mumbai,19.058749,72.874924,2019-11-25,1.0,43.83,49.06,12.49,1.83,25.22,32.21,52.61,3.75,183.39,1.439,4.289,0.527,0,0,None,0,0,industrial
Chennai,13.08083,80.261593,2019-11-25,51.36,65.36,25.51,12.45,1.017,31.64,26.78,64.74,0.1,60.5,1.312,0.364,0.466,0,0,None,0,0,industrial
Kolkata,22.555171,88.364594,2019-11-25,75.83,181.31,65.54,39.61,1.0,27.77,29.34,74.65,3.17,105.45,0.238,0.37,0.375,0,0,None,0,0,vehicular
Bengaluru,12.963499,77.601002,2019-11-25,44.75,116.74,31.31,20.73,1.0,20.08,26.93,46.56,3.48,203.04,0.099,0.833,3.06,0,0,None,0,0,waste
Hyderabad,17.36117,78.464249,2019-11-25,94.12,122.86,8.37,49.6,1.64,34.16,28.5,58.18,1.92,261.68,0.036,0.285,0.917,0,0,None,0,0,waste
Pune,18.528485,73.833349,2019-11-25,18.42,79.22,56.87,14.61,1.415,49.5,20.32,44.67,4.92,52.81,2.058,2.738,1.655,0,0,None,0,0,vehicular
Guwahati,26.12396,91.721998,2019-11-25,259.64,374.29,26.47,14.49,1.296,38.68,38.03,81.5,3.63,74.18,0.145,0.109,4.569,1,0,None,0,0,agricultural
Lucknow,26.864927,80.949184,2019-11-25,55.42,206.94,52.34,49.36,1.027,26.74,29.92,51.36,0.98,167.61,0.676,4.47,1.327,0,0,None,0,0,agricultural
Kanpur,26.450404,80.341865,2019-11-25,50.07,117.29,44.67,22.01,1.034,38.4,32.77,56.83,2.82,271.03,0.082,2.877,0.456,0,0,None,0,0,industrial
Delhi,28.622027,77.237198,2019-11-26,64.38,173.37,1.0,29.25,1.779,26.59,32.45,86.75,3.16,252.59,0.094,1.281,9.942,0,0,None,0,0,fire_crackers
Mumbai,19.075118,72.866537,2019-11-26,65.77,208.92,51.02,3.53,1.0,17.25,19.67,96.54,2.41,56.03,0.742,4.588,19.459,0,0,None,0,0,vehicular
Chennai,13.095417,80.270051,2019-11-26,37.63,100.69,29.04,8.58,1.73,46.09,19.38,48.91,5.66,216.28,0.912,0.392,2.573,0,0,None,0,0,vehicular
Kolkata,22.569777,88.348859,2019-11-26,5.5,159.34,36.33,25.64,1.597,31.59,36.08,75.2,6.11,311.52,1.943,5.719,0.777,0,0,None,0,0,waste
Bengaluru,12.959076,77.599492,2019-11-26,70.93,157.07,35.41,33.79,1.294,16.85,28.83,53.1,3.42,48.49,2.326,0.93,9.12,0,0,None,0,0,vehicular
Hyderabad,17.368151,78.467663,2019-11-26,75.17,276.86,70.26,25.69,1.378,13.85,35.87,46.27,3.2,109.66,0.797,7.448,4.322,0,0,None,0,0,agricultural
Pune,18.515447,73.862392,2019-11-26,59.52,103.82,39.0,35.3,1.0,28.31,27.31,68.42,2.05,300.7,0.443,1.17,2.627,0,0,None,0,0,vehicular
Guwahati,26.127306,91.719564,2019-11-26,55.45,113.83,64.97,35.07,1.0,41.47,25.39,66.52,1.2,22.43,0.456,1.787,1.742,0,0,None,0,0,vehicular
Lucknow,26.836246,80.960085,2019-11-26,72.96,92.22,57.27,23.82,1.084,45.34,32.97,43.8,5.74,293.68,0.295,1.64,2.049,0,0,None,0,0,agricultural
Kanpur,26.455889,80.325611,2019-11-26,42.94,79.02,34.95,1.0,1.0,12.94,25.55,87.08,4.33,212.49,1.392,6.999,2.436,0,0,None,0,0,vehicular
Delhi,28.597423,77.24931,2019-11-27,54.19,163.74,68.17,30.12,1.0,12.78,14.36,67.13,1.92,86.77,1.83,4.194,0.544,0,0,None,0,0,vehicular
Mumbai,19.07272,72.865841,2019-11-27,55.37,201.33,10.71,23.95,1.0,26.14,29.84,51.81,0.1,161.77,0.843,0.894,4.429,0,0,None,0,0,vehicular
Chennai,13.092408,80.279337,2019-11-27,55.37,131.84,27.81,5.4,1.0,23.38,30.03,72.64,2.43,136.78,0.113,1.899,0.282,0,0,None,0,0,industrial
Kolkata,22.588806,88.365291,2019-11-27,63.41,98.53,57.39,26.22,1.0,37.71,18.26,76.35,5.1,248.11,1.494,0.005,1.272,0,0,None,0,0,industrial
Bengaluru,12.989021,77.605081,2019-11-27,83.65,43.0,41.19,25.72,1.0,40.78,28.35,45.2,1.61,117.67,0.437,5.677,1.079,0,0,None,0,0,industrial
Hyderabad,17.362851,78.496559,2019-11-27,58.28,138.83,35.12,14.55,2.013,30.46,30.18,68.77,5.36,114.51,0.588,4.164,4.133,0,0,None,0,0,industrial
Pune,18.529054,73.866939,2019-11-27,48.66,122.07,63.42,27.55,1.142,40.29,33.92,84.21,1.85,9.0,1.817,0.666,5.682,0,0,None,0,0,vehicular
Guwahati,26.13937,91.722495,2019-11-27,48.78,146.5,94.85,25.69,1.56,30.76,22.55,78.04,2.97,250.06,1.869,4.212,0.325,0,0,None,0,0,vehicular
Lucknow,26.836308,80.969409,2019-11-27,42.76,219.19,31.4,13.88,1.189,57.93,25.31,60.1,2.38,73.87,2.045,2.891,2.812,0,0,None,0,0,vehicular
Kanpur,26.441538,80.324395,2019-11-27,61.83,293.95,36.15,1.0,1.39,28.93,26.71,66.79,1.92,55.14,0.35,0.365,2.805,0,0,None,0,0,vehicular
Delhi,28.593782,77.237869,2019-11-28,62.46,80.36,5.65,35.01,1.069,34.02,29.98,91.84,1.97,17.83,0.789,5.5,0.061,0,0,None,0,0,fire_crackers
Mumbai,19.061927,72.863023,2019-11-28,69.63,118.26,28.61,24.07,1.0,25.45,28.88,69.81,3.55,270.18,1.461,2.163,0.577,0,0,None,0,0,vehicular
Chennai,13.096248,80.277296,2019-11-28,38.57,119.55,18.09,34.75,1.0,35.23,27.16,53.25,2.85,87.75,1.855,1.781,0.51,0,0,None,0,0,vehicular
Kolkata,22.584725,88.358811,2019-11-28,76.07,109.82,44.62,16.62,1.0,15.37,30.12,39.36,4.0,81.5,1.585,3.159,0.142,0,0,None,0,0,vehicular
Bengaluru,12.960613,77.587401,2019-11-28,107.01,160.88,69.45,21.92,1.113,36.09,19.37,43.03,4.56,4.64,3.54,0.194,0.302,0,0,None,0,0,vehicular
Hyderabad,17.363312,78.474053,2019-11-28,84.05,118.86,36.63,10.12,1.225,23.2,28.44,77.5,2.27,43.34,1.534,0.633,0.371,0,0,None,0,0,industrial
Pune,18.52425,73.854824,2019-11-28,76.69,222.53,47.58,9.81,1.073,51.81,19.05,52.08,2.46,151.26,1.374,1.413,2.756,0,0,None,0,0,vehicular
Guwahati,26.133734,91.736614,2019-11-28,112.19,166.84,61.44,12.46,1.217,43.19,29.51,75.75,6.56,79.94,2.11,0.765,13.039,0,0,None,0,0,vehicular
Lucknow,26.860997,80.957055,2019-11-28,19.36,125.47,33.52,15.13,1.0,13.18,16.12,41.26,4.05,356.42,0.158,1.311,0.499,0,0,None,0,0,agricultural
Kanpur,26.468679,80.348327,2019-11-28,1.0,106.12,60.68,8.94,1.255,37.48,32.52,81.83,4.06,62.1,3.151,0.453,5.893,0,0,None,0,0,agricultural
Delhi,28.605844,77.215351,2019-11-29,72.19,130.48,19.56,21.75,1.0,37.09,20.67,54.81,1.28,219.44,0.624,1.14,2.535,0,0,None,0,0,fire_crackers
Mumbai,19.083091,72.872923,2019-11-29,92.76,120.4,44.43,29.49,1.0,46.75,21.07,85.77,1.34,89.9,0.885,0.881,6.624,0,0,None,0,0,vehicular
Chennai,13.094055,80.261211,2019-11-29,69.36,134.14,69.93,27.93,1.0,30.72,26.16,67.78,2.32,43.12,0.181,1.294,0.81,0,0,None,0,0,vehicular
Kolkata,22.568572,88.369878,2019-11-29,45.19,139.11,24.59,31.16,1.0,1.0,18.18,53.47,1.97,278.54,1.059,3.653,5.101,0,0,None,0,0,waste
Bengaluru,12.968764,77.604726,2019-11-29,41.37,86.76,44.06,9.38,1.0,27.36,26.7,69.25,2.34,9.36,0.647,1.169,1.581,0,0,None,0,0,waste
Hyderabad,17.368066,78.462997,2019-11-29,29.95,115.98,32.0,14.53,2.012,39.73,25.35,74.11,1.33,203.31,1.278,1.318,2.012,0,0,None,0,0,waste
Pune,18.518908,73.863637,2019-11-29,59.97,110.02,31.24,27.37,1.0,26.3,20.77,29.41,2.71,100.67,1.758,1.907,0.847,0,0,None,0,0,waste
Guwahati,26.15964,91.710306,2019-11-29,44.13,103.32,62.7,18.36,1.082,37.25,41.92,75.53,1.61,125.38,2.403,0.601,0.874,0,0,None,0,0,waste
Lucknow,26.869613,80.967569,2019-11-29,121.93,83.75,39.93,41.0,1.0,40.3,25.08,80.19,2.06,292.67,0.258,1.544,1.101,0,0,None,0,0,agricultural
Kanpur,26.436924,80.314213,2019-11-29,9.79,151.53,52.57,15.58,1.404,8.85,37.25,74.21,1.52,319.44,0.001,1.623,1.384,0,0,None,0,0,industrial
Delhi,28.6048,77.24675,2019-11-30,16.36,155.83,49.57,20.65,1.366,19.25,28.41,38.73,0.1,231.58,0.007,0.455,0.605,0,0,None,0,0,fire_crackers
Mumbai,19.082882,72.88133,2019-11-30,36.35,68.54,53.75,23.49,1.598,16.83,17.92,70.35,1.99,321.37,0.285,0.339,6.964,0,0,None,0,0,waste
Chennai,13.099208,80.261064,2019-11-30,24.87,150.61,47.05,10.22,1.261,42.31,29.51,58.63,3.61,94.6,0.414,1.4,6.632,0,0,None,0,0,fire_crackers
Kolkata,22.577175,88.365623,2019-11-30,108.83,68.33,46.11,28.27,1.0,5.82,21.0,55.35,3.09,151.07,0.341,0.032,5.393,0,0,None,0,0,vehicular
Bengaluru,12.966993,77.570752,2019-11-30,82.36,89.15,50.0,29.94,1.0,22.33,28.4,51.61,1.43,338.02,0.163,1.177,6.973,0,0,None,0,0,industrial
Hyderabad,17.365319,78.47006,2019-11-30,87.19,82.32,71.29,9.04,1.203,33.18,32.32,54.24,0.53,307.13,0.39,1.135,2.82,0,0,None,0,0,vehicular
Pune,18.524004,73.830873,2019-11-30,53.6,106.78,52.4,13.75,1.0,43.2,21.26,54.96,5.21,102.66,0.899,0.02,13.146,0,0,None,0,0,vehicular
Guwahati,26.139848,91.739074,2019-11-30,125.55,151.48,41.94,38.42,1.238,49.86,32.8,26.2,2.64,272.47,0.962,0.121,0.983,0,0,None,0,0,vehicular
Lucknow,26.846579,80.941378,2019-11-30,33.8,188.3,58.86,37.75,1.0,35.11,34.01,28.1,1.89,207.52,0.485,1.877,1.194,0,0,None,0,0,industrial
Kanpur,26.445225,80.32419,2019-11-30,79.0,92.26,51.9,10.64,1.035,44.18,28.33,78.19,1.96,145.91,0.064,2.896,10.049,0,0,None,0,0,vehicular
Delhi,28.619391,77.249838,2019-12-01,13.14,123.41,33.22,12.16,1.0,41.19,42.92,37.58,1.15,195.98,0.026,0.838,1.505,0,0,None,0,0,agricultural
Mumbai,19.081027,72.885953,2019-12-01,11.19,189.99,32.84,17.9,1.231,28.96,17.28,66.55,1.92,57.81,1.975,1.856,6.446,0,0,None,0,0,industrial
Chennai,13.066334,80.28785,2019-12-01,74.45,79.83,23.93,26.38,1.28,44.17,32.73,73.84,3.49,253.09,3.495,2.358,1.839,0,0,None,0,0,vehicular
Kolkata,22.567642,88.355175,2019-12-01,51.86,156.1,51.89,9.44,1.0,23.52,24.62,84.95,3.63,58.65,3.415,0.855,0.954,0,0,None,0,0,vehicular
Bengaluru,12.957417,77.590055,2019-12-01,22.3,96.31,34.42,29.52,1.0,39.85,33.05,80.02,3.43,246.98,0.489,1.377,2.563,0,0,None,0,0,vehicular
Hyderabad,17.389556,78.467832,2019-12-01,1.0,62.51,36.28,37.02,1.0,16.48,27.08,77.14,2.7,151.31,2.074,2.415,4.58,0,0,None,0,0,waste
Pune,18.535092,73.858081,2019-12-01,68.69,43.1,41.09,1.0,1.0,49.6,34.72,45.31,4.91,58.79,0.012,0.948,2.083,0,0,None,0,0,vehicular
Guwahati,26.155534,91.73215,2019-12-01,33.27,164.55,64.04,9.96,1.687,30.44,30.02,65.06,3.59,275.08,0.403,0.824,0.715,0,0,None,0,0,waste
Lucknow,26.855542,80.936524,2019-12-01,89.67,114.34,62.17,21.22,1.191,48.69,29.26,72.79,2.72,106.58,1.035,7.626,3.589,0,0,None,0,0,vehicular
Kanpur,26.464762,80.332992,2019-12-01,55.11,107.62,19.38,27.94,1.0,19.61,27.09,61.27,3.47,103.82,0.249,0.92,0.367,0,0,None,0,0,industrial
Delhi,28.624746,77.214957,2019-12-02,51.72,137.05,14.95,12.36,1.0,40.71,33.1,25.37,4.17,56.89,0.111,0.896,1.374,0,0,None,0,0,vehicular
Mumbai,19.072385,72.862597,2019-12-02,47.17,37.09,25.37,1.0,1.0,38.25,38.23,53.22,2.04,56.48,0.523,0.864,2.357,0,0,None,0,0,industrial
